Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Bleaching_Severity_Int,Thermal_Stress_Index,Bleaching_Impact,Wind_Mitigation,Bleaching_Duration_weeks
7219,9.0889,118.2272,Pacific,Sulu Sea,Sheltered,0.0648,52.94,8,1998,75.0,301.73,5.0,1.77,5.86,0.59,0.29,15-08-1998,2.0,0.5597158157934029,0.8238863263173611,0.6,8
7220,11.0,114.0,Pacific,South China Sea,Exposed,0.0321,57.06,8,1998,75.0,301.27,4.0,1.46,8.25,0.18,0.51,15-08-1998,2.0,0.5474989737274216,0.8189995894909686,0.7,9
7221,13.54,120.76,Pacific,South-east Philippines,Sheltered,0.0725,64.63,8,1998,75.0,301.15,4.0,0.91,6.24,0.24,0.52,15-08-1998,2.0,0.5131721152410803,0.8052688460964321,0.7,9
7222,16.31,119.77,Pacific,North Philippines,Exposed,0.0305,45.58,8,1998,75.0,301.92,4.0,2.34,9.04,1.41,0.5,15-08-1998,2.0,0.6036789072995976,0.841471562919839,0.7,9
7224,8.72,119.8,Pacific,Sulu Sea,Exposed,0.0434,52.77,8,1998,75.0,301.65,4.0,1.42,7.56,0.78,0.46,15-08-1998,2.0,0.5546786833855789,0.8218714733542316,0.7,9
7225,10.4,119.17,Pacific,Sulu Sea,Sheltered,0.0745,52.13,8,1998,75.0,301.63,5.0,1.74,12.12,1.04,0.85,15-08-1998,2.0,0.5909654426033736,0.8363861770413494,0.6,8
7226,16.37,119.87,Pacific,North Philippines,Sheltered,0.0492,54.53,8,1998,75.0,301.93,4.0,1.94,10.44,1.38,0.98,15-08-1998,2.0,0.5981687565308256,0.8392675026123302,0.7,9
7229,11.1847,119.3872,Pacific,Sulu Sea,Sheltered,0.0632,52.09,8,1998,75.0,301.64,4.0,0.88,5.08,0.06,0.55,15-08-1998,2.0,0.5216386774145388,0.8086554709658156,0.7,9
7235,11.1805,123.1675,Pacific,South-east Philippines,Sheltered,0.0797,51.8,10,1998,75.0,301.68,8.0,0.95,14.32,0.18,0.89,15-10-1998,2.0,0.577866099417824,0.8311464397671295,0.29999999999999993,4
7238,9.8664,118.78,Pacific,Sulu Sea,Sheltered,0.0867,52.91,12,1998,75.0,301.94,5.0,0.83,2.44,-0.74,0.57,15-12-1998,2.0,0.5147667562322732,0.8059067024929093,0.6,8
7695,-21.16,55.28,Indian,Mascarene Islands,Exposed,0.0266,46.28,2,2001,75.0,298.85,7.0,-0.09,0.0,-0.1,0.16,15-02-2001,2.0,0.36770114942528764,0.7470804597701151,0.3999999999999999,5
7697,-21.0867,55.2407,Indian,Mascarene Islands,Sheltered,0.0252,53.25,2,2001,75.0,298.84,7.0,0.39,0.0,0.38,0.14,15-02-2001,2.0,0.38392446633825883,0.7535697865353035,0.3999999999999999,5
7708,-20.9228,55.3417,Indian,Mascarene Islands,Exposed,0.0306,45.64,5,2005,75.0,298.88,11.0,-0.42,4.21,-2.22,0.21,15-05-2005,2.0,0.3812275153007916,0.7524910061203166,0.0,0
7752,-14.0,-171.0,Pacific,Samoa Tuvalu and Tonga,Exposed,0.0236,47.13,2,2001,75.0,,,,,nd,nd,15-02-2001,2.0,,,,0
7754,-13.8231,-171.7261,Pacific,Samoa Tuvalu and Tonga,Exposed,0.0335,45.12,3,1998,75.0,301.69,5.0,-0.62,0.0,-0.66,0.45,15-03-1998,2.0,0.44269293924466335,0.7770771756978654,0.6,7
7781,27.3107,49.5072,Arabian Gulf,Persian Gulf,Sheltered,0.2293,46.7,8,1998,75.0,298.78,2.0,4.22,32.14,4.23,0.93,15-08-1998,2.0,0.6966366248693827,0.878654649947753,0.9,13
7782,22.6,38.8167,Red Sea,North and central Red Sea,Sometimes,0.0353,47.02,8,1998,75.0,301.16,4.0,0.52,6.11,0.36,0.34,15-08-1998,2.0,0.4993136102403349,0.7997254440961339,0.7,9
7794,-9.33,50.73,Indian,Southern Seychelles,Exposed,0.0425,36.45,2,1998,75.0,299.87,4.0,-0.67,7.2,-0.72,0.64,15-02-1998,2.0,0.4221077772801907,0.7688431109120762,0.7,9
7795,-9.31,50.71,Indian,Southern Seychelles,Exposed,0.0425,36.45,2,1998,75.0,299.87,4.0,-0.67,7.2,-0.72,0.64,15-02-1998,2.0,0.4221077772801907,0.7688431109120762,0.7,9
7796,-7.01,52.73,Indian,Southern Seychelles,Sheltered,0.0513,38.32,2,1998,75.0,300.49,3.0,0.67,13.12,0.13,0.32,15-02-1998,2.0,0.5223122854157343,0.8089249141662938,0.7999999999999999,10
7797,-4.35,55.65,Indian,Northern Seychelles,Sometimes,0.0434,39.09,2,1998,75.0,301.04,4.0,2.18,14.34,1.02,0.21,15-02-1998,2.0,0.5993754664875359,0.8397501865950143,0.7,9
7810,-7.0113,52.7348,Indian,Southern Seychelles,Sheltered,0.0513,38.32,4,1998,75.0,300.49,6.0,3.12,4.67,2.88,0.32,15-04-1998,2.0,0.5587836804000602,0.8235134721600241,0.4999999999999999,7
7811,-9.2461,51.0431,Indian,Southern Seychelles,Sheltered,0.0499,39.37,4,1998,75.0,299.95,8.0,0.68,4.84,0.14,0.57,15-04-1998,2.0,0.4578776683087029,0.7831510673234812,0.29999999999999993,4
7812,-9.2126,51.0359,Indian,Southern Seychelles,Sometimes,0.0803,39.37,4,1998,75.0,299.95,8.0,0.68,4.84,0.14,0.57,15-04-1998,2.0,0.4578776683087029,0.7831510673234812,0.29999999999999993,4
7817,-4.6461,55.4845,Indian,Northern Seychelles,Sheltered,0.0482,39.72,5,1998,75.0,301.0,4.0,1.21,6.4,0.07,0.25,15-05-1998,2.0,0.5194999253619939,0.8077999701447975,0.7,9
7832,1.2361,103.82,Pacific,Strait of Malacca,Sheltered,0.2257,47.57,6,1998,75.0,301.53,1.0,0.9,7.14,0.71,0.44,15-06-1998,2.0,0.5304203985669491,0.8121681594267797,1.0,13
7833,1.2833,103.8667,Pacific,Strait of Malacca,Sheltered,0.2531,47.0,6,1998,75.0,301.43,1.0,0.75,6.41,0.56,0.5,15-06-1998,2.0,0.5178161852515307,0.8071264741006123,1.0,13
7835,-8.067,156.8,Pacific,Solomon Islands and Bougainville,Sheltered,0.0448,44.76,1,2000,75.0,302.22,4.0,-0.12,2.63,-0.18,0.58,15-01-2000,2.0,0.49228308329601517,0.796913233318406,0.7,9
7935,6.0357,80.1898,Indian,South Sri Lanka,Exposed,0.1862,41.02,4,1998,75.0,301.23,2.0,1.25,4.6,1.22,0.39,15-04-1998,2.0,0.5182053291536052,0.807282131661442,0.9,12
7936,6.1167,80.0667,Indian,South Sri Lanka,Sheltered,0.0914,41.06,4,1998,75.0,301.33,2.0,1.47,8.54,1.45,0.41,15-04-1998,2.0,0.5514619719361096,0.8205847887744439,0.9,12
7937,6.1744,80.0661,Indian,South Sri Lanka,Exposed,0.0998,41.04,4,1998,75.0,301.43,2.0,0.91,7.43,0.9,0.33,15-04-1998,2.0,0.5291288811762956,0.8116515524705182,0.9,12
7938,6.9996,79.7948,Indian,South Sri Lanka,Sheltered,0.213,40.21,4,1998,75.0,301.51,2.0,1.51,1.82,1.5,0.42,15-04-1998,2.0,0.5205707941483803,0.8082283176593521,0.9,12
7942,6.131,80.0725,Indian,South Sri Lanka,Exposed,0.1143,41.06,5,1998,75.0,301.39,6.0,1.26,11.0,0.69,0.38,15-05-1998,2.0,0.5601683087027912,0.8240673234811164,0.4999999999999999,7
7958,13.51,-61.4,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Exposed,0.0489,35.25,6,2005,75.0,300.62,8.0,1.1,13.77,-0.74,0.22,15-06-2005,2.0,0.5451023473652785,0.8180409389461114,0.29999999999999993,4
8037,23.5167,119.6,Pacific,Taiwan and coastal China,Sheltered,0.0912,51.17,6,1998,75.0,297.68,8.0,2.48,9.27,2.42,11.1,15-06-1998,2.0,0.47056864830571676,0.7882274593222867,0.29999999999999993,4
8095,-8.1167,39.7,Indian,Kenya and Tanzania coast,Exposed,0.1067,40.86,3,1998,75.0,300.28,3.0,1.33,7.0,1.29,0.41,15-03-1998,2.0,0.5034016271085227,0.801360650843409,0.7999999999999999,10
8127,-7.9833,39.7833,Indian,Kenya and Tanzania coast,Sheltered,0.035,40.96,5,1998,75.0,300.28,6.0,1.16,7.88,0.17,0.53,15-05-1998,2.0,0.5025395581430054,0.8010158232572022,0.4999999999999999,6
8128,-7.9667,39.7833,Indian,Kenya and Tanzania coast,Sheltered,0.035,40.96,5,1998,75.0,300.28,6.0,1.16,7.88,0.17,0.53,15-05-1998,2.0,0.5025395581430054,0.8010158232572022,0.4999999999999999,6
8129,-7.8333,39.8333,Indian,Kenya and Tanzania coast,Exposed,0.0741,41.05,5,1998,75.0,300.38,6.0,0.72,13.14,-0.32,0.48,15-05-1998,2.0,0.5205375802358561,0.8082150320943424,0.4999999999999999,6
8130,-6.35,39.225,Indian,Kenya and Tanzania coast,Sheltered,0.0596,41.96,5,1998,75.0,300.49,7.0,1.02,9.81,-0.13,0.6,15-05-1998,2.0,0.5155744327511574,0.806229773100463,0.3999999999999999,5
8133,-7.9516,39.8137,Indian,Kenya and Tanzania coast,Exposed,0.0365,40.96,10,1998,75.0,300.33,4.0,-0.46,1.81,-3.02,0.52,15-10-1998,2.0,0.413830888938647,0.7655323555754587,0.7,9
8134,-8.7242,39.5216,Indian,Kenya and Tanzania coast,Exposed,0.0816,40.6,12,1998,75.0,300.61,4.0,0.52,2.31,-0.14,0.46,15-12-1998,2.0,0.4596603037766837,0.7838641215106734,0.7,9
8149,11.81,102.38,Pacific,Gulf of Thailand,Sheltered,0.0632,49.95,1,2008,75.0,302.27,4.0,0.41,0.0,-1.84,0.47,15-01-2008,2.0,0.49725779967159267,0.798903119868637,0.7,9
8150,8.0,98.33,Indian,Andaman Sea,Sheltered,0.0881,47.87,2,1997,75.0,302.35,3.0,-0.71,2.1,-2.2,0.76,15-02-1997,2.0,0.4731961859979106,0.7892784743991642,0.7999999999999999,10
8150,8.0,98.33,Indian,Andaman Sea,Sheltered,0.0881,47.87,4,1997,75.0,302.35,2.0,1.21,3.58,1.06,0.76,15-04-1997,2.0,0.5478121734587257,0.8191248693834903,0.9,12
8150,8.0,98.33,Indian,Andaman Sea,Sheltered,0.0881,47.87,5,1995,75.0,302.35,4.0,1.02,6.84,0.98,0.76,15-05-1995,2.0,0.5597831765935218,0.8239132706374087,0.7,9
8155,8.0,98.3333,Indian,Andaman Sea,Sheltered,0.1016,47.87,3,1990,75.0,302.35,3.0,0.58,2.27,-0.11,0.76,15-03-1990,2.0,0.5186448537095094,0.8074579414838038,0.7999999999999999,10
8156,8.1042,98.3028,Indian,Andaman Sea,Sheltered,0.0735,47.86,3,1990,75.0,302.25,3.0,0.8,2.14,0.19,1.54,15-03-1990,2.0,0.5222083519928342,0.8088833407971336,0.7999999999999999,10
8169,13.3644,100.9823,Pacific,Gulf of Thailand,Sheltered,0.6108,49.7,4,1998,75.0,302.32,2.0,0.63,9.62,0.32,2.01,15-04-1998,2.0,0.5611451336020292,0.8244580534408117,0.9,12
8213,12.6363,100.848,Pacific,Gulf of Thailand,Sheltered,0.0911,49.39,4,1998,75.0,302.19,3.0,1.34,9.95,0.94,0.32,15-04-1998,2.0,0.5832335982982528,0.8332934393193011,0.7999999999999999,11
8260,8.104,98.302,Indian,Andaman Sea,Sheltered,0.0735,47.86,5,1991,75.0,302.25,3.0,1.02,11.75,0.96,1.54,15-05-1991,2.0,0.5843968316166586,0.8337587326466634,0.7999999999999999,11
8261,7.73,98.74,Indian,Andaman Sea,Sheltered,0.0679,48.13,5,2010,75.0,302.57,3.0,1.25,13.25,1.2,0.67,15-05-2010,2.0,0.6113596245708316,0.8445438498283326,0.7999999999999999,11
8263,8.0,98.5,Indian,Andaman Sea,Sheltered,0.1598,48.0,7,1991,75.0,302.57,3.0,2.21,11.48,1.18,0.79,15-07-1991,2.0,0.6344062546648754,0.8537625018659502,0.7999999999999999,11
8504,-8.0,178.3667,Pacific,Samoa Tuvalu and Tonga,Sheltered,0.0562,44.01,10,2004,75.0,302.4,4.0,-0.16,1.05,-0.4,0.45,15-10-2004,2.0,0.4878378302731746,0.7951351321092699,0.7,9
8506,24.544,54.385,Arabian Gulf,Persian Gulf,Sheltered,0.1672,45.95,7,2000,75.0,300.76,3.0,1.51,6.34,0.86,0.51,15-07-2000,2.0,0.5216220704582767,0.8086488281833106,0.7999999999999999,10
8509,25.086,55.139,Arabian Gulf,Persian Gulf,Sheltered,0.1861,46.09,8,2002,75.0,300.93,2.0,1.22,13.06,1.23,0.6,15-08-2002,2.0,0.5553868114643975,0.822154724585759,0.9,12
8510,24.45,54.3833,Arabian Gulf,Persian Gulf,Sheltered,0.1711,45.93,8,1996,75.0,300.84,3.0,0.75,13.79,0.75,2.08,15-08-1996,2.0,0.5403719771607687,0.8161487908643075,0.7999999999999999,10
8510,24.45,54.3833,Arabian Gulf,Persian Gulf,Sheltered,0.1711,45.93,8,1998,75.0,300.84,2.0,2.44,26.23,2.44,2.08,15-08-1998,2.0,0.6693296574115524,0.8677318629646209,0.9,12
8512,24.148,52.738,Arabian Gulf,Persian Gulf,Sheltered,0.165,45.91,8,1996,75.0,300.65,2.0,2.86,19.21,2.84,0.85,15-08-1996,2.0,0.6376863151216586,0.8550745260486634,0.9,12
8513,24.121,52.52,Arabian Gulf,Persian Gulf,Sheltered,0.1606,45.91,8,1998,75.0,300.55,2.0,2.46,29.52,2.45,0.77,15-08-1998,2.0,0.6791886848783406,0.8716754739513362,0.9,13
8518,25.0,55.0,Arabian Gulf,Persian Gulf,Sheltered,0.1611,46.04,9,2007,75.0,300.95,2.0,0.12,1.01,-0.5,0.56,15-09-2007,2.0,0.4496466823406468,0.7798586729362587,0.9,11
8686,18.3267,-65.3322,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Sheltered,0.0503,58.41,5,1998,75.0,300.38,4.0,2.1,0.0,0.29,0.22,15-05-1998,2.0,0.4934646962233169,0.7973858784893267,0.7,9
8737,24.66,-81.07,Atlantic,Bahamas and Florida Keys,Sometimes,0.0889,62.59,7,2009,75.0,299.88,3.0,0.15,8.94,-0.13,0.24,15-07-2009,2.0,0.4605984102104783,0.7842393640841914,0.7999999999999999,10
8742,25.1096,-80.36,Atlantic,Bahamas and Florida Keys,Sometimes,0.1629,58.32,6,1998,75.0,299.77,3.0,1.2,2.02,-0.42,0.21,15-06-1998,2.0,0.45387464546947165,0.7815498581877887,0.7999999999999999,10
8810,25.15,-80.28,Atlantic,Bahamas and Florida Keys,Exposed,0.0577,57.05,7,1987,75.0,299.9,4.0,-0.27,0.0,-0.62,0.18,15-07-1987,2.0,0.3959770114942525,0.758390804597701,0.7,8
8816,19.67,-156.03,Pacific,Eastern Hawaii,Exposed,0.0235,42.36,9,2008,75.0,298.92,4.0,-0.99,0.0,-1,0.36,15-09-2008,2.0,0.33896551724137924,0.7355862068965517,0.7,8
8880,24.6324,-81.1111,Atlantic,Bahamas and Florida Keys,Exposed,0.1387,62.59,8,1998,75.0,299.87,5.0,1.7,2.98,1.68,0.25,15-08-1998,2.0,0.47985464248395243,0.791941856993581,0.6,8
8981,18.3833,-154.6333,Pacific,Eastern Hawaii,Exposed,0.0235,46.25,8,1986,75.0,298.28,3.0,0.49,0.0,0.26,0.26,15-08-1986,2.0,0.36898193760262576,0.7475927750410503,0.7999999999999999,10
8985,24.8194,-80.786,Atlantic,Bahamas and Florida Keys,Sometimes,0.2015,59.52,8,2001,75.0,299.76,3.0,-0.36,0.0,-0.47,0.39,15-08-2001,2.0,0.3882758620689646,0.7553103448275859,0.7999999999999999,10
8986,18.34,-64.747,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Sheltered,0.045,85.57,8,2005,75.0,300.35,5.0,1.48,9.04,0.8,0.22,15-08-2005,2.0,0.5224638005672488,0.8089855202268995,0.6,8
9155,27.83,-175.83,Pacific,North-west Hawaii,Sheltered,0.0694,51.8,9,2002,75.0,296.59,7.0,0.53,5.99,0.21,0.27,15-09-2002,2.0,0.3488945178384826,0.739557807135393,0.3999999999999999,5
9156,28.2,-177.35,Pacific,North-west Hawaii,Exposed,0.0322,46.6,9,2002,75.0,296.36,6.0,0.47,11.43,0.19,0.26,15-09-2002,2.0,0.37018127705627707,0.7480725108225108,0.4999999999999999,6
9198,18.3333,-64.9333,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Sheltered,0.0385,54.3,9,1998,75.0,300.37,6.0,-0.39,2.48,-0.55,0.22,15-09-1998,2.0,0.4213651291237503,0.7685460516495001,0.4999999999999999,6
9295,17.914,-67.223,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Exposed,0.0593,67.78,10,2003,75.0,300.81,4.0,0.44,0.0,0.37,0.19,15-10-2003,2.0,0.4503448275862067,0.7801379310344827,0.7,9
9687,10.5333,108.95,Pacific,South Vietnam,Exposed,0.0581,49.19,7,1998,75.0,300.2,3.0,2.43,9.0,1.73,0.83,15-07-1998,2.0,0.5500690401552469,0.8200276160620987,0.7999999999999999,10
9690,8.711,106.6497,Pacific,South Vietnam,Exposed,0.0661,49.29,10,1998,75.0,300.79,4.0,-0.2,9.45,-1.43,0.5,15-10-1998,2.0,0.4813122294372302,0.792524891774892,0.7,9
58,-18.7691,146.6305,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0797,35.21,2,1998,30.5,299.18,2.0,1.41,4.49,1.37,0.66,15-02-1998,,0.45577408941633135,,0.9,0
93,-18.5253,147.1444,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0712,42.48,2,1998,30.5,299.2,3.0,1.77,1.39,1.7,0.23,15-02-1998,,0.4512310606060602,,0.7999999999999999,0
392,-26.6502,153.1824,Pacific,Moreton Bay eastern Australia,Exposed,0.0879,49.23,3,1998,30.5,296.45,5.0,0.6,6.22,0.26,0.22,15-03-1998,,0.3480174279743246,,0.6,0
393,-26.65,153.3333,Pacific,Moreton Bay eastern Australia,Exposed,0.058,49.08,3,1998,30.5,296.67,6.0,0.28,8.69,0.01,0.29,15-03-1998,,0.3582419950738914,,0.4999999999999999,0
394,-19.7308,149.1667,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0917,48.27,3,1998,30.5,298.58,6.0,0.74,2.78,0.33,0.29,15-03-1998,,0.4032502985520214,,0.4999999999999999,0
395,-16.9397,145.7629,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1961,42.7,3,1999,30.5,299.42,5.0,0.94,9.38,0.18,0.46,15-03-1999,,0.4752330571727131,,0.6,0
398,-21.3979,152.5104,Pacific,Pompey and Swain Reefs south-east Great Barrier Reef,Exposed,0.0574,56.58,3,2002,30.5,298.45,7.0,0.33,4.77,-0.12,0.24,15-03-2002,,0.3961498917748909,,0.3999999999999999,0
418,-20.7989,150.4522,Pacific,Pompey and Swain Reefs south-east Great Barrier Reef,Sheltered,0.0754,80.68,3,2002,30.5,298.34,7.0,0.31,6.27,-0.13,0.33,15-03-2002,,0.40037048440065537,,0.3999999999999999,0
420,-20.6841,149.145,Pacific,Southern Great Barrier Reef,Sheltered,0.0941,41.55,3,2002,30.5,298.12,6.0,-0.26,8.68,-1.06,0.57,15-03-2002,,0.3871835348559489,,0.4999999999999999,0
466,-18.3586,147.2047,Pacific,Central and northern Great Barrier Reef,Exposed,0.0423,41.27,3,2002,30.5,299.46,8.0,-1.2,2.56,-1.9,0.35,15-03-2002,,0.3640035826242711,,0.29999999999999993,0
467,-18.0514,146.5585,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0957,21.71,3,2002,30.5,299.3,8.0,0.66,2.75,-0.07,0.58,15-03-2002,,0.4239665435139579,,0.29999999999999993,0
469,-17.8476,146.4879,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0783,39.17,3,2002,30.5,299.35,8.0,0.72,4.64,-0.04,0.53,15-03-2002,,0.43841618151963097,,0.29999999999999993,0
488,-15.3594,145.586,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0785,39.37,3,2002,30.5,299.49,8.0,0.12,0.0,-0.71,0.48,15-03-2002,,0.39596059113300525,,0.29999999999999993,0
489,-15.2908,145.5758,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0647,40.24,3,2002,30.5,299.52,8.0,0.49,1.05,-0.26,0.43,15-03-2002,,0.41567034258844493,,0.29999999999999993,0
490,-15.1405,145.5761,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0797,44.37,3,2002,30.5,299.49,8.0,-0.09,1.03,-0.82,0.4,15-03-2002,,0.3945714845499331,,0.29999999999999993,0
491,-14.9383,145.4855,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0838,54.23,3,2002,30.5,299.45,8.0,0.0,1.11,-0.74,0.5,15-03-2002,,0.3968158493805039,,0.29999999999999993,0
659,-18.9038,147.9568,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0684,46.08,4,1998,30.5,299.14,4.0,1.05,3.88,-0.56,0.23,15-04-1998,,0.4385807583221372,,0.7,0
696,-14.173,-169.634,Pacific,Samoa Tuvalu and Tonga,Exposed,0.0245,50.38,3,2002,30.5,301.51,4.0,-0.13,2.35,-0.14,0.49,15-03-2002,,0.4670304336468128,,0.7,0
709,-18.4091,146.7066,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1039,41.79,4,1998,30.5,299.24,5.0,1.03,8.2,-1.28,0.43,15-04-1998,,0.4657206299447684,,0.6,0
719,-17.7511,146.1526,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1626,43.0,4,1998,30.5,299.39,5.0,0.36,8.77,-2.2,0.46,15-04-1998,,0.4507819264069256,,0.6,0
725,-16.7012,146.0509,Pacific,Central and northern Great Barrier Reef,Sheltered,0.066,50.53,4,1998,30.5,299.53,5.0,1.5,5.41,-0.98,0.54,15-04-1998,,0.47559906329302726,,0.6,0
778,-23.9054,152.4082,Pacific,Southern Great Barrier Reef,Sheltered,0.0877,51.18,4,1998,30.5,297.55,6.0,1.16,7.53,-0.38,0.3,15-04-1998,,0.4108957493655768,,0.4999999999999999,0
792,-20.15,149.0667,Pacific,Central and northern Great Barrier Reef,Sometimes,0.0627,46.13,4,1998,30.5,298.55,4.0,1.05,5.98,-0.7,0.37,15-04-1998,,0.4311365502313779,,0.7,0
793,-20.1067,148.57,Pacific,Central and northern Great Barrier Reef,Sheltered,0.072,46.8,4,1998,30.5,298.57,4.0,1.37,8.02,-0.84,0.5,15-04-1998,,0.45441875653082464,,0.7,0
797,-19.3605,148.636,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0777,49.0,4,1998,30.5,298.74,4.0,0.79,0.0,-0.77,0.29,15-04-1998,,0.39443349753694557,,0.7,0
798,-19.3419,148.6335,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0777,49.0,4,1998,30.5,298.74,4.0,0.79,0.0,-0.77,0.29,15-04-1998,,0.39443349753694557,,0.7,0
800,-19.167,146.85,Pacific,Central and northern Great Barrier Reef,Sheltered,0.2173,43.52,4,1998,30.5,299.09,4.0,0.62,13.57,-2.04,0.7,15-04-1998,,0.4771679541722636,,0.7,0
801,-18.7333,147.2667,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0481,44.02,4,1998,30.5,299.21,4.0,0.17,5.78,-1.73,0.43,15-04-1998,,0.4213302358560971,,0.7,0
802,-18.7185,146.5751,Pacific,Central and northern Great Barrier Reef,Sheltered,0.07,48.95,4,1998,30.5,299.22,4.0,0.79,12.33,-1.27,2.11,15-04-1998,,0.4802538625167937,,0.7,0
804,-18.65,146.55,Pacific,Central and northern Great Barrier Reef,Exposed,0.0661,46.29,4,1998,30.5,299.25,4.0,0.71,37.82,0.69,12.38,15-04-1998,,0.6233100089565607,,0.7,0
805,-18.4,146.8333,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0791,41.3,4,1998,30.5,299.23,5.0,0.07,4.67,-1.97,0.36,15-04-1998,,0.4122319562621298,,0.6,0
807,-18.2333,146.7667,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1253,38.91,4,1998,30.5,299.3,5.0,0.61,4.47,-1.73,0.29,15-04-1998,,0.43201513285565074,,0.6,0
810,-18.1,146.7833,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0749,39.37,4,1998,30.5,299.34,5.0,0.72,3.54,-1.34,0.39,15-04-1998,,0.43183777429466963,,0.6,0
811,-18.0833,146.8,Pacific,Central and northern Great Barrier Reef,Exposed,0.0631,38.97,4,1998,30.5,299.34,5.0,0.72,3.54,-1.34,0.39,15-04-1998,,0.43183777429466963,,0.6,0
821,-17.4856,146.3902,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0812,59.55,4,1998,30.5,299.47,5.0,0.05,4.71,-2.11,0.43,15-04-1998,,0.41965134721600356,,0.6,0
829,-16.3029,145.4979,Pacific,Central and northern Great Barrier Reef,Sheltered,0.1491,47.48,4,1998,30.5,299.52,5.0,1.28,9.93,-1.09,0.48,15-04-1998,,0.49336626735333516,,0.6,0
831,-15.9984,145.4376,Pacific,Central and northern Great Barrier Reef,Exposed,0.0739,45.97,4,1998,30.5,299.49,5.0,1.1,5.7,-1.55,0.32,15-04-1998,,0.46214005821764476,,0.6,0
833,-15.7796,145.5803,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0881,46.52,4,1998,30.5,299.5,5.0,0.62,3.86,-1.79,0.48,15-04-1998,,0.43546219585012674,,0.6,0
840,-12.2167,143.2833,Pacific,Torres Strait and far northern Great Barrier Reef,Sheltered,0.1196,41.23,4,1998,30.5,299.96,5.0,-0.65,5.31,-2.68,0.58,15-04-1998,,0.4150144611135987,,0.6,0
842,-11.7667,143.1,Pacific,Torres Strait and far northern Great Barrier Reef,Exposed,0.0713,37.42,4,1998,30.5,300.08,5.0,0.07,4.48,-1.95,0.47,15-04-1998,,0.43906702492909366,,0.6,0
1024,-14.55,145.5833,Pacific,Central and northern Great Barrier Reef,Sheltered,0.0558,56.39,5,1998,30.5,299.63,7.0,1.58,2.53,-1.19,0.3,15-05-1998,,0.46527811986863654,,0.3999999999999999,0
1025,-13.6667,122.0,Indian,Scott Reef west Australia,Sheltered,0.0867,44.81,5,1998,30.5,301.95,6.0,0.88,12.93,0.02,1.11,15-05-1998,,0.5764215741155388,,0.4999999999999999,0
1163,-10.5014,105.5092,Indian,Christmas Island Indian Ocean,Exposed,0.0352,43.28,12,1997,30.5,300.71,7.0,0.68,0.0,-0.35,0.47,15-12-1997,,0.45533661740558173,,0.3999999999999999,0
1212,23.764,-76.12,Atlantic,Bahamas and Florida Keys,Sheltered,0.0423,51.1,6,1995,30.5,299.82,5.0,-1.0,7.86,-2.51,0.36,15-06-1995,,0.41283643081056787,,0.6,0
1213,23.796,-76.137,Atlantic,Bahamas and Florida Keys,Sheltered,0.0392,51.1,2,1995,30.5,299.83,7.0,-0.81,0.0,-5.93,0.23,15-02-1995,,0.3750574712643665,,0.3999999999999999,0
1216,24.4994,-76.7142,Atlantic,Bahamas and Florida Keys,Sometimes,0.0429,57.47,5,1999,30.5,299.91,3.0,0.77,0.0,-2.48,0.2,15-05-1999,,0.4321674876847297,,0.7999999999999999,0
1216,24.4994,-76.7142,Atlantic,Bahamas and Florida Keys,Sometimes,0.0429,57.47,8,1998,30.5,299.91,6.0,1.18,12.97,1.18,0.2,15-08-1998,,0.5199986005373942,,0.4999999999999999,0
1281,24.3301,-74.4642,Atlantic,Bahamas and Florida Keys,Exposed,0.0253,56.84,8,1998,30.5,299.81,6.0,0.52,9.79,0.47,0.15,15-08-1998,,0.4758877257799667,,0.4999999999999999,0
