Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Bleaching_Severity_Int,Thermal_Stress_Index,Bleaching_Impact,Wind_Mitigation,Bleaching_Duration_weeks
2572,21.8284,-84.4931,Atlantic,Cuba and Cayman Islands,Sheltered,0.0294,76.18,8,2007,75.0,301.09,9.0,0.16,2.35,0.16,0.24,15-08-2007,2.0,0.46323733019853663,0.7852949320794147,0.19999999999999996,3
2572,21.8284,-84.4931,Atlantic,Cuba and Cayman Islands,Sheltered,0.0294,76.18,8,2008,75.0,301.09,4.0,0.13,0.0,0.13,0.24,15-08-2008,2.0,0.4488505747126432,0.7795402298850573,0.7,9
2573,22.0322,-83.5648,Atlantic,Cuba and Cayman Islands,Sheltered,0.2304,47.11,8,2008,75.0,300.79,4.0,0.97,1.1,0.95,0.48,15-08-2008,2.0,0.47421387520525526,0.7896855500821021,0.7,9
2614,22.114,-81.118,Atlantic,Cuba and Cayman Islands,Sheltered,0.0455,59.87,9,2005,75.0,301.13,7.0,0.03,5.41,-0.22,0.21,15-09-2005,2.0,0.477454564114046,0.7909818256456184,0.3999999999999999,5
2620,23.0537,-81.5642,Atlantic,Cuba and Cayman Islands,Sheltered,0.0382,62.36,9,2008,75.0,300.23,4.0,-0.21,0.0,-0.38,1.02,15-09-2008,2.0,0.40888341543513945,0.7635533661740558,0.7,9
2648,19.8307,-77.7348,Atlantic,Cuba and Cayman Islands,Exposed,0.0266,56.24,10,2005,75.0,301.4,8.0,0.0,3.95,-0.58,0.22,15-10-2005,2.0,0.47699162188386257,0.790796648753545,0.29999999999999993,4
2844,0.2732,-91.6261,Pacific,Galapagos Islands,Exposed,0.0669,49.74,2,1998,75.0,296.71,3.0,2.43,46.97,2.19,2.13,15-02-1998,2.0,0.6511935550082094,0.8604774220032838,0.7999999999999999,11
2846,-1.2239,-90.5017,Pacific,Galapagos Islands,Exposed,0.0692,50.08,3,1998,75.0,296.14,3.0,4.44,50.31,4.44,1.49,15-03-1998,2.0,0.7207619607404079,0.8883047842961631,0.7999999999999999,11
2847,-0.8947,-90.4097,Pacific,Galapagos Islands,Sheltered,0.0699,50.07,3,1998,75.0,296.36,3.0,4.45,45.79,4.45,1.55,15-03-1998,2.0,0.7026499290938946,0.8810599716375578,0.7999999999999999,11
2848,0.5028,-90.4278,Pacific,Galapagos Islands,Exposed,0.0578,49.86,3,1998,75.0,297.37,3.0,3.77,40.67,3.76,1.64,15-03-1998,2.0,0.6832798738617701,0.873311949544708,0.7999999999999999,11
2849,-1.3361,-89.6938,Pacific,Galapagos Islands,Sheltered,0.0721,50.21,3,1998,75.0,296.27,3.0,3.03,41.84,3.04,1.46,15-03-1998,2.0,0.6282855650097028,0.8513142260038811,0.7999999999999999,11
2850,-0.7998,-90.1042,Pacific,Galapagos Islands,Sheltered,0.072,50.09,3,1998,75.0,296.2,3.0,4.56,45.91,4.56,1.61,15-03-1998,2.0,0.7018703351246444,0.8807481340498577,0.7999999999999999,11
2851,-0.4907,-90.414,Pacific,Galapagos Islands,Sheltered,0.1059,50.03,3,1998,75.0,296.77,3.0,4.28,42.45,4.27,1.64,15-03-1998,2.0,0.6912752836244209,0.8765101134497684,0.7999999999999999,11
2852,-0.2779,-90.5162,Pacific,Galapagos Islands,Exposed,0.0722,49.97,3,1998,75.0,296.75,3.0,3.73,41.61,3.74,1.75,15-03-1998,2.0,0.6668802246603973,0.866752089864159,0.7999999999999999,11
2859,-1.22,-90.39,Pacific,Galapagos Islands,Sheltered,0.0693,50.11,5,1998,75.0,296.26,6.0,1.77,35.8,-0.06,1.46,15-05-1998,2.0,0.5501907001044922,0.8200762800417969,0.4999999999999999,7
2860,-1.21,-90.47,Pacific,Galapagos Islands,Sheltered,0.0691,50.08,5,1998,75.0,296.16,6.0,2.47,40.84,0.59,1.54,15-05-1998,2.0,0.5996809225257509,0.8398723690103004,0.4999999999999999,7
2861,-1.21,-90.43,Pacific,Galapagos Islands,Sheltered,0.0724,50.08,5,1998,75.0,296.25,6.0,1.8,38.3,-0.05,1.47,15-05-1998,2.0,0.5651013210926998,0.82604052843708,0.4999999999999999,7
2862,-0.8,-90.0,Pacific,Galapagos Islands,Sheltered,0.0643,50.12,5,1998,75.0,296.25,6.0,3.73,41.06,1.84,1.73,15-05-1998,2.0,0.6473348634124491,0.8589339453649796,0.4999999999999999,7
2867,-0.75,-90.3,Pacific,Galapagos Islands,Sheltered,0.0733,50.06,5,1998,75.0,296.3,6.0,2.59,42.67,0.79,1.55,15-05-1998,2.0,0.6188142819823854,0.8475257127929542,0.4999999999999999,7
2868,-0.56,-90.17,Pacific,Galapagos Islands,Exposed,0.0647,50.03,5,1998,75.0,296.51,6.0,2.65,38.59,0.6,1.59,15-05-1998,2.0,0.6045979810419466,0.8418391924167786,0.4999999999999999,7
2869,-0.5,-90.2,Pacific,Galapagos Islands,Exposed,0.0673,50.03,5,1998,75.0,296.48,5.0,2.45,37.46,0.35,1.54,15-05-1998,2.0,0.5902957530974773,0.8361183012389909,0.6,8
2870,0.4,-90.4,Pacific,Galapagos Islands,Exposed,0.0584,49.92,5,1998,75.0,297.23,5.0,2.99,36.8,1.01,1.7,15-05-1998,2.0,0.6297969846245715,0.8519187938498285,0.6,8
2871,0.77,-90.4,Pacific,Galapagos Islands,Exposed,0.0552,49.86,5,1998,75.0,297.58,5.0,2.39,36.74,0.43,1.51,15-05-1998,2.0,0.620260673234811,0.8481042692939245,0.6,8
2873,-1.35,-89.7,Pacific,Galapagos Islands,Sheltered,0.0721,50.21,5,1998,75.0,296.24,6.0,3.43,33.79,1.57,1.46,15-05-1998,2.0,0.5953548104194655,0.8381419241677862,0.4999999999999999,7
3080,-17.11,179.06,Pacific,Fiji,Exposed,0.0561,38.54,1,2008,75.0,299.99,8.0,-0.25,11.07,-0.73,0.24,15-01-2008,2.0,0.46252005896402415,0.7850080235856096,0.29999999999999993,4
3172,-18.5,177.9,Pacific,Fiji,Exposed,0.0551,63.77,3,2000,75.0,299.98,3.0,0.59,9.81,0.45,0.44,15-03-2000,2.0,0.4839980780713541,0.7935992312285416,0.7999999999999999,10
3173,-17.8167,177.3667,Pacific,Fiji,Sheltered,0.0661,50.73,3,2000,75.0,300.92,3.0,-1.06,2.36,-1.18,0.26,15-03-2000,2.0,0.41564226003881216,0.7662569040155248,0.7999999999999999,10
3174,-16.8,179.3,Pacific,Fiji,Sheltered,0.0806,41.4,3,2000,75.0,300.23,4.0,0.25,0.0,0.14,0.32,15-03-2000,2.0,0.4247454844006567,0.7698981937602627,0.7,9
3176,-17.8992,178.7581,Pacific,Fiji,Sheltered,0.1179,35.8,4,2000,75.0,299.89,5.0,1.4,4.63,0.59,0.37,15-04-2000,2.0,0.4795416293476639,0.7918166517390656,0.6,8
3193,-18.43,178.07,Pacific,Fiji,Sheltered,0.0681,60.82,4,2000,75.0,299.88,5.0,0.9,12.95,0.24,0.46,15-04-2000,2.0,0.5092445700850865,0.8036978280340346,0.6,8
3194,-18.43,178.09,Pacific,Fiji,Sheltered,0.049,53.56,4,2000,75.0,299.88,5.0,0.9,12.95,0.24,0.46,15-04-2000,2.0,0.5092445700850865,0.8036978280340346,0.6,8
3195,-18.2,178.3,Pacific,Fiji,Sheltered,0.0663,53.71,4,2000,75.0,299.84,5.0,1.15,10.86,0.57,0.36,15-04-2000,2.0,0.5046766308404236,0.8018706523361694,0.6,8
3203,-18.42,178.02,Pacific,Fiji,Sheltered,0.0535,60.82,4,2000,75.0,299.9,5.0,0.8,8.45,0.13,0.32,15-04-2000,2.0,0.4808849268547541,0.7923539707419016,0.6,8
3204,-18.1333,178.4167,Pacific,Fiji,Sheltered,0.077,55.64,4,2000,75.0,299.75,5.0,1.07,7.84,0.44,0.32,15-04-2000,2.0,0.48180325421704684,0.7927213016868188,0.6,8
3205,-17.0,178.0,Pacific,Fiji,Exposed,0.0413,39.92,4,2000,75.0,300.29,5.0,0.51,6.56,-0.13,0.36,15-04-2000,2.0,0.472954172264517,0.7891816689058068,0.6,8
3211,-18.1447,178.3829,Pacific,Fiji,Exposed,0.0729,55.64,4,2000,75.0,299.76,5.0,1.1,6.45,0.53,0.27,15-04-2000,2.0,0.47526841692789873,0.7901073667711594,0.6,8
3212,-18.1251,179.3552,Pacific,Fiji,Sheltered,0.0343,43.9,4,2000,75.0,299.92,5.0,0.96,3.35,0.34,0.25,15-04-2000,2.0,0.4580817099567101,0.783232683982684,0.6,8
3213,-18.0689,178.7044,Pacific,Fiji,Sheltered,0.0813,43.66,4,2000,75.0,299.91,5.0,1.14,12.79,0.44,0.36,15-04-2000,2.0,0.5175965629198394,0.8070386251679358,0.6,8
3214,-17.9418,179.3229,Pacific,Fiji,Sheltered,0.0515,42.61,4,2000,75.0,299.95,5.0,0.42,5.72,-0.22,0.41,15-04-2000,2.0,0.45391215106732363,0.7815648604269294,0.6,8
3386,-18.15,178.45,Pacific,Fiji,Sheltered,0.077,55.64,12,1998,75.0,299.77,3.0,1.45,5.26,-0.03,0.42,15-12-1998,2.0,0.48090442603373496,0.792361770413494,0.7999999999999999,10
3471,-17.0,-143.0,Pacific,Western Tuamotu Archipelago central Pacific,Exposed,0.0246,46.72,2,1991,75.0,300.47,6.0,-0.12,0.0,-0.2,0.28,15-02-1991,2.0,0.4198686371100165,0.7679474548440066,0.4999999999999999,6
3481,-17.0,-151.0,Pacific,Society Islands French Polynesia,Exposed,0.0243,53.44,3,1991,75.0,300.73,2.0,0.7,1.29,0.67,0.26,15-03-1991,2.0,0.4640126324824607,0.7856050529929843,0.9,11
3482,-17.5413,-149.6193,Pacific,Society Islands French Polynesia,Exposed,0.0343,49.74,3,1994,75.0,300.75,5.0,0.14,1.0,0.14,0.19,15-03-1994,2.0,0.4437113748320643,0.7774845499328257,0.6,7
3483,-16.55,-151.78,Pacific,Society Islands French Polynesia,Exposed,0.0273,47.68,3,2007,75.0,300.91,3.0,0.25,4.16,0.26,0.4,15-03-2007,2.0,0.4707135393342298,0.7882854157336919,0.7999999999999999,10
3483,-16.55,-151.78,Pacific,Society Islands French Polynesia,Exposed,0.0273,47.68,3,2009,75.0,300.91,4.0,0.23,4.16,0.23,0.4,15-03-2009,2.0,0.470023884161816,0.7880095536647264,0.7,9
3484,-16.54,-151.79,Pacific,Society Islands French Polynesia,Sheltered,0.0258,47.68,3,2007,75.0,300.91,3.0,0.25,4.16,0.26,0.4,15-03-2007,2.0,0.4707135393342298,0.7882854157336919,0.7999999999999999,10
3484,-16.54,-151.79,Pacific,Society Islands French Polynesia,Sheltered,0.0258,47.68,6,2009,75.0,300.91,4.0,0.44,0.0,-0.89,0.4,15-06-2009,2.0,0.45362889983579724,0.7814515599343189,0.7,9
3485,-16.54,-151.74,Pacific,Society Islands French Polynesia,Sheltered,0.0262,52.33,3,2007,75.0,300.89,3.0,-1.27,2.56,-1.32,0.34,15-03-2007,2.0,0.4085520226899526,0.7634208090759811,0.7999999999999999,10
3486,-16.54,-151.73,Pacific,Society Islands French Polynesia,Sheltered,0.0261,52.33,3,2007,75.0,300.9,3.0,-0.97,4.22,-0.98,0.31,15-03-2007,2.0,0.4286570756829362,0.7714628302731745,0.7999999999999999,10
3486,-16.54,-151.73,Pacific,Society Islands French Polynesia,Sheltered,0.0261,52.33,4,2007,75.0,300.9,5.0,0.19,5.24,0.04,0.31,15-04-2007,2.0,0.47445253022839073,0.7897810120913563,0.6,8
3487,-16.53,-151.73,Pacific,Society Islands French Polynesia,Sheltered,0.0261,52.33,3,2007,75.0,300.84,3.0,-1.46,3.49,-1.46,0.35,15-03-2007,2.0,0.4056423533363173,0.7622569413345269,0.7999999999999999,10
3487,-16.53,-151.73,Pacific,Society Islands French Polynesia,Sheltered,0.0261,52.33,5,2009,75.0,300.84,3.0,0.06,0.0,-0.57,0.35,15-05-2009,2.0,0.4382266009852201,0.775290640394088,0.7999999999999999,10
3487,-16.53,-151.73,Pacific,Society Islands French Polynesia,Sheltered,0.0261,52.33,5,2009,75.0,300.84,3.0,0.06,0.0,-0.57,0.35,15-05-2009,2.0,0.4382266009852201,0.775290640394088,0.7999999999999999,10
3488,-16.5,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0264,47.68,3,2007,75.0,300.89,3.0,0.36,4.2,0.33,0.24,15-03-2007,2.0,0.4740771010598586,0.7896308404239434,0.7999999999999999,10
3488,-16.5,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0264,47.68,3,2007,75.0,300.89,3.0,0.36,4.2,0.33,0.24,15-03-2007,2.0,0.4740771010598586,0.7896308404239434,0.7999999999999999,10
3488,-16.5,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0264,47.68,3,2009,75.0,300.89,4.0,-0.64,1.18,-0.66,0.24,15-03-2009,2.0,0.42243525153007805,0.7689741006120312,0.7,9
3488,-16.5,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0264,47.68,3,2009,75.0,300.89,4.0,-0.64,1.18,-0.66,0.24,15-03-2009,2.0,0.42243525153007805,0.7689741006120312,0.7,9
3490,-16.55,-151.7,Pacific,Society Islands French Polynesia,Exposed,0.0261,52.33,4,2007,75.0,300.9,5.0,0.19,5.24,0.04,0.31,15-04-2007,2.0,0.47445253022839073,0.7897810120913563,0.6,8
3497,-16.54,-151.75,Pacific,Society Islands French Polynesia,Sheltered,0.0262,52.33,5,2007,75.0,300.89,4.0,1.22,4.16,0.44,0.34,15-05-2007,2.0,0.5035050007463789,0.8014020002985516,0.7,9
3497,-16.54,-151.75,Pacific,Society Islands French Polynesia,Sheltered,0.0262,52.33,6,2009,75.0,300.89,4.0,0.52,0.0,-0.91,0.34,15-06-2009,2.0,0.45573070607553257,0.782292282430213,0.7,9
3498,-16.51,-151.76,Pacific,Society Islands French Polynesia,Sheltered,0.0266,47.68,5,2007,75.0,300.87,4.0,1.18,1.24,0.61,0.35,15-05-2007,2.0,0.4848779668607253,0.7939511867442901,0.7,9
3498,-16.51,-151.76,Pacific,Society Islands French Polynesia,Sheltered,0.0266,47.68,5,2009,75.0,300.87,3.0,1.17,0.0,0.52,0.35,15-05-2009,2.0,0.4774876847290639,0.7909950738916256,0.7999999999999999,10
3499,-16.49,-151.71,Pacific,Society Islands French Polynesia,Sheltered,0.0262,52.55,5,2007,75.0,300.85,4.0,0.63,1.35,0.07,0.34,15-05-2007,2.0,0.46588063516942907,0.7863522540677716,0.7,9
3499,-16.49,-151.71,Pacific,Society Islands French Polynesia,Sheltered,0.0262,52.55,5,2009,75.0,300.85,3.0,1.23,0.0,0.59,0.34,15-05-2009,2.0,0.4788998357963883,0.7915599343185553,0.7999999999999999,10
3500,-16.53,-151.77,Pacific,Society Islands French Polynesia,Sheltered,0.0261,47.68,5,2009,75.0,300.87,3.0,1.17,0.0,0.52,0.35,15-05-2009,2.0,0.4774876847290639,0.7909950738916256,0.7999999999999999,10
3501,-16.51,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0264,47.68,5,2009,75.0,300.89,3.0,0.75,2.19,-0.1,0.24,15-05-2009,2.0,0.47610492237647306,0.7904419689505893,0.7999999999999999,10
3502,-16.48,-151.72,Pacific,Society Islands French Polynesia,Sheltered,0.026,52.55,5,2009,75.0,300.85,3.0,1.23,0.0,0.59,0.34,15-05-2009,2.0,0.4788998357963883,0.7915599343185553,0.7999999999999999,10
3502,-16.48,-151.72,Pacific,Society Islands French Polynesia,Sheltered,0.026,52.55,6,2007,75.0,300.85,6.0,1.19,1.19,-0.18,0.34,15-06-2007,2.0,0.4842818890879244,0.7937127556351697,0.4999999999999999,6
3503,-16.46,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0259,48.84,5,2009,75.0,300.86,3.0,1.27,0.0,0.59,0.33,15-05-2009,2.0,0.48060755336617433,0.7922430213464697,0.7999999999999999,10
3503,-16.46,-151.78,Pacific,Society Islands French Polynesia,Sheltered,0.0259,48.84,6,2007,75.0,300.86,6.0,1.46,0.0,0.06,0.33,15-06-2007,2.0,0.48715927750410537,0.7948637110016421,0.4999999999999999,6
3504,-16.45,-151.77,Pacific,Society Islands French Polynesia,Exposed,0.0272,48.84,5,2009,75.0,300.84,3.0,0.54,0.0,-0.17,0.35,15-05-2009,2.0,0.45477832512315114,0.7819113300492604,0.7999999999999999,10
3504,-16.45,-151.77,Pacific,Society Islands French Polynesia,Exposed,0.0272,48.84,6,2007,75.0,300.84,6.0,1.72,3.62,0.28,0.35,15-06-2007,2.0,0.5160361621137467,0.8064144648454987,0.4999999999999999,6
3505,-16.44,-151.76,Pacific,Society Islands French Polynesia,Exposed,0.0272,48.84,5,2009,75.0,300.84,3.0,0.54,0.0,-0.17,0.35,15-05-2009,2.0,0.45477832512315114,0.7819113300492604,0.7999999999999999,10
3505,-16.44,-151.76,Pacific,Society Islands French Polynesia,Exposed,0.0272,48.84,6,2007,75.0,300.84,6.0,1.72,3.62,0.28,0.35,15-06-2007,2.0,0.5160361621137467,0.8064144648454987,0.4999999999999999,6
3506,-16.5,-151.76,Pacific,Society Islands French Polynesia,Sheltered,0.0266,47.68,6,2007,75.0,300.87,6.0,1.32,1.18,-0.04,0.35,15-06-2007,2.0,0.48936464397671287,0.7957458575906852,0.4999999999999999,6
3627,13.433,144.65,Pacific,Marianas,Sheltered,0.0218,60.89,9,1994,75.0,301.5,9.0,-0.21,0.79,-0.21,0.42,15-09-1994,2.0,0.4550797693685628,0.7820319077474251,0.19999999999999996,3
3712,15.98,-86.49,Atlantic,Belize and west Caribbean,Sheltered,0.0602,49.45,3,2009,75.0,301.18,6.0,-0.65,0.0,-2.89,0.56,15-03-2009,2.0,0.4249096880131359,0.7699638752052543,0.4999999999999999,6
3794,9.2912,79.1852,Indian,North Sri Lanka and east India,Sheltered,0.1694,39.97,6,1998,75.0,302.02,5.0,1.73,9.93,0.39,0.45,15-06-1998,2.0,0.5909853149723827,0.8363941259889531,0.6,8
3807,10.5771,72.6344,Indian,Lakshadweep Islands,Sheltered,0.0524,40.08,5,1998,75.0,301.63,4.0,1.16,4.59,0.86,0.27,15-05-1998,2.0,0.5281813516942827,0.811272540677713,0.7,9
3808,11.2161,92.5991,Indian,Andaman Islands,Exposed,0.0647,43.45,5,1998,75.0,301.54,7.0,0.11,4.68,-0.13,0.46,15-05-1998,2.0,0.48953015375429154,0.7958120615017166,0.3999999999999999,5
3809,11.491,92.711,Indian,Andaman Islands,Sheltered,0.0458,43.67,5,2010,75.0,301.63,5.0,0.3,14.55,0.09,0.45,15-05-2010,2.0,0.5551170883713986,0.8220468353485595,0.6,8
3810,11.706,92.754,Indian,Andaman Islands,Sometimes,0.0462,43.74,5,2010,75.0,301.67,5.0,0.68,16.22,0.51,0.53,15-05-2010,2.0,0.5790228019107339,0.8316091207642935,0.6,8
3811,11.54,92.584,Indian,Andaman Islands,Sheltered,0.08,43.8,5,2010,75.0,301.66,5.0,-0.61,1.68,-0.78,0.45,15-05-2010,2.0,0.4515979997014493,0.7806391998805797,0.6,7
3812,12.0,92.927,Indian,Andaman Islands,Sheltered,0.0511,42.89,5,2010,75.0,301.78,6.0,4.06,11.28,3.89,0.62,15-05-2010,2.0,0.6711188237050291,0.8684475294820115,0.4999999999999999,7
3853,-5.5167,106.4833,Pacific,Java Sea,Sheltered,0.0743,48.13,3,1983,75.0,302.29,2.0,1.37,10.95,0.51,0.49,15-03-1983,2.0,0.5932339714882822,0.8372935885953129,0.9,12
3854,-8.3,115.6167,Pacific,Lesser Sunda Islands and Savu Sea,Sometimes,0.0388,47.9,1,1998,75.0,301.92,3.0,1.34,4.51,0.53,0.57,15-01-1998,2.0,0.5434575123152715,0.8173830049261086,0.7999999999999999,10
3855,-8.1,114.9,Indian,Lesser Sunda Islands and Savu Sea,Sheltered,0.0414,48.25,1,1998,75.0,302.1,3.0,2.41,4.46,1.61,0.6,15-01-1998,2.0,0.5859813031795799,0.8343925212718319,0.7999999999999999,11
3856,-1.0912,117.1308,Pacific,Makassar Strait Indonesia,Sheltered,0.2255,52.25,1,1998,75.0,302.06,2.0,0.21,0.0,-0.38,0.92,15-01-1998,2.0,0.48346469622331667,0.7933858784893266,0.9,11
3940,-8.3295,116.0603,Pacific,Lesser Sunda Islands and Savu Sea,Exposed,0.0482,47.5,3,1998,75.0,301.75,2.0,0.62,3.85,0.03,0.64,15-03-1998,2.0,0.5092970032840722,0.8037188013136289,0.9,12
4156,-8.1517,115.0253,Indian,Lesser Sunda Islands and Savu Sea,Sheltered,0.0363,48.25,4,2009,75.0,302.13,2.0,2.17,1.13,2.14,0.59,15-04-2009,2.0,0.5597702082400352,0.8239080832960141,0.9,12
4170,-4.96,119.28,Pacific,Makassar Strait Indonesia,Sheltered,0.0707,50.49,5,2010,75.0,302.23,2.0,0.68,2.32,0.53,0.72,15-05-2010,2.0,0.5184363337811617,0.8073745335124647,0.9,12
4171,-8.1177,115.3475,Pacific,Lesser Sunda Islands and Savu Sea,Sheltered,0.0409,48.16,5,2009,75.0,302.17,3.0,0.34,8.12,0.21,0.57,15-05-2009,2.0,0.5376962979549189,0.8150785191819676,0.7999999999999999,10
4176,-8.1036,115.0568,Indian,Lesser Sunda Islands and Savu Sea,Sheltered,0.0408,48.25,5,1998,75.0,302.19,2.0,0.89,7.78,0.75,0.71,15-05-1998,2.0,0.5553868114643971,0.8221547245857588,0.9,12
4184,-8.7243,115.9421,Indian,Lesser Sunda Islands and Savu Sea,Sheltered,0.0809,47.2,6,1998,75.0,301.32,3.0,0.15,1.16,-0.74,0.57,15-06-1998,2.0,0.4636845051500226,0.785473802060009,0.7999999999999999,10
4192,1.6333,124.7667,Pacific,Celebes Sea,Sheltered,0.0432,54.75,11,1998,75.0,302.14,2.0,0.61,1.04,0.37,1.12,15-11-1998,2.0,0.5057941483803541,0.8023176593521416,0.9,12
4398,32.2411,34.7604,Red Sea,North and central Red Sea,Sheltered,0.0613,48.23,7,1998,75.0,295.73,6.0,-0.65,0.0,-1.64,0.07,15-07-1998,2.0,0.24592775041051002,0.698371100164204,0.4999999999999999,6
4447,18.45,-77.3167,Atlantic,Jamaica,Exposed,0.0274,73.38,9,1998,75.0,301.04,7.0,1.14,8.01,1.12,0.41,15-09-1998,2.0,0.5275474884311095,0.8110189953724438,0.3999999999999999,5
5257,24.3833,124.2667,Pacific,South Ryukyu Islands Japan,Exposed,0.0328,68.44,7,1998,75.0,298.92,6.0,0.53,8.07,0.37,0.34,15-07-1998,2.0,0.4372315830721002,0.77489263322884,0.4999999999999999,6
5262,24.37,123.98,Pacific,South Ryukyu Islands Japan,Sheltered,0.0516,65.58,6,2008,75.0,298.91,7.0,-0.2,1.28,-1.46,0.34,15-06-2008,2.0,0.37315121659949285,0.7492604866397972,0.3999999999999999,5
5318,24.4741,124.1373,Pacific,South Ryukyu Islands Japan,Sheltered,0.0417,50.23,8,1998,75.0,298.94,4.0,2.89,2.33,2.82,0.56,15-08-1998,2.0,0.4866540715032098,0.7946616286012839,0.7,9
5319,26.639,127.857,Pacific,North Ryukyu Islands Japan,Sheltered,0.0409,66.52,8,1998,75.0,297.69,4.0,1.67,14.88,1.67,0.27,15-08-1998,2.0,0.47484102104791803,0.7899364084191672,0.7,9
5321,32.4181,129.994,Pacific,North Kyushu and South Korea,Sheltered,0.1031,60.57,8,1998,75.0,293.66,5.0,1.51,10.3,1.49,0.6,15-08-1998,2.0,0.31095294073742447,0.7243811762949698,0.6,7
5323,26.4648,127.9899,Pacific,North Ryukyu Islands Japan,Exposed,0.0441,65.16,9,1998,75.0,297.84,8.0,0.88,9.69,0.39,0.29,15-09-1998,2.0,0.42303711374831976,0.769214845499328,0.29999999999999993,4
5324,36.75,137.4333,Pacific,nd,Sheltered,0.2485,56.31,9,2001,75.0,290.94,4.0,0.3,6.69,-1.22,0.98,15-09-2001,2.0,0.15939067398119122,0.6637562695924765,0.7,7
5326,26.6393,127.8574,Pacific,North Ryukyu Islands Japan,Sheltered,0.0409,66.52,10,1998,75.0,297.69,9.0,1.31,11.35,-1.1,0.27,15-10-1998,2.0,0.44237040976265163,0.7769481639050606,0.19999999999999996,2
5327,24.4363,122.9862,Pacific,South Ryukyu Islands Japan,Exposed,0.0289,67.88,10,1998,75.0,299.36,10.0,-0.45,10.24,-2.27,0.3,15-10-1998,2.0,0.43021794297656435,0.7720871771906257,0.09999999999999998,1
5371,-3.99,39.75,Indian,Kenya and Tanzania coast,Sheltered,0.0432,42.61,6,1998,75.0,299.97,7.0,0.61,11.33,-1.48,0.47,15-06-1998,2.0,0.4929956896551731,0.7971982758620693,0.3999999999999999,5
5371,-3.99,39.75,Indian,Kenya and Tanzania coast,Sheltered,0.0432,42.61,6,1998,75.0,299.97,7.0,0.61,11.33,-1.48,0.47,15-06-1998,2.0,0.4929956896551731,0.7971982758620693,0.3999999999999999,5
5374,-4.0,39.75,Indian,Kenya and Tanzania coast,Exposed,0.0432,42.59,3,1998,75.0,300.0,3.0,1.48,10.95,1.24,0.46,15-03-1998,2.0,0.5218218204209576,0.808728728168383,0.7999999999999999,10
5388,-1.75,41.4833,Indian,Kenya and Tanzania coast,Sheltered,0.0563,42.93,4,2001,75.0,299.68,4.0,1.27,0.64,1.27,0.49,15-04-2001,2.0,0.44549186445738165,0.7781967457829526,0.7,9
5394,-3.2218,40.1403,Indian,Kenya and Tanzania coast,Exposed,0.1975,42.76,12,1998,75.0,299.84,3.0,0.5,0.0,-0.44,0.87,15-12-1998,2.0,0.4205582922824298,0.768223316912972,0.7999999999999999,10
5407,1.358,173.146,Pacific,Gilbert Islands west Kiribati,Exposed,0.0408,51.96,11,2004,75.0,301.86,2.0,1.02,7.33,0.9,1.29,15-11-2004,2.0,0.5464753134796243,0.8185901253918497,0.9,12
5408,1.333,173.022,Pacific,Gilbert Islands west Kiribati,Exposed,0.0429,51.93,11,2004,75.0,301.9,2.0,1.64,6.16,1.5,1.25,15-11-2004,2.0,0.5625205254515586,0.8250082101806234,0.9,12
5409,1.633,172.967,Pacific,Gilbert Islands west Kiribati,Exposed,0.0435,52.04,11,2004,75.0,301.89,2.0,1.52,9.67,1.36,1.27,15-11-2004,2.0,0.5779973690102992,0.8311989476041197,0.9,12
5410,1.714,172.987,Pacific,Gilbert Islands west Kiribati,Exposed,0.0779,52.06,11,2004,75.0,301.94,2.0,1.25,11.96,1.06,1.19,15-11-2004,2.0,0.5833404239438719,0.8333361695775487,0.9,12
5411,1.858,172.88,Pacific,Gilbert Islands west Kiribati,Exposed,0.1381,52.12,11,2004,75.0,301.98,2.0,1.64,11.35,1.45,1.1,15-11-2004,2.0,0.5946364196148685,0.8378545678459474,0.9,12
5412,1.882,172.818,Pacific,Gilbert Islands west Kiribati,Exposed,0.0594,52.12,11,2004,75.0,302.01,2.0,1.69,13.86,1.52,1.24,15-11-2004,2.0,0.6116071428571421,0.8446428571428568,0.9,12
5413,1.326,172.976,Pacific,Gilbert Islands west Kiribati,Exposed,0.0436,51.93,11,2004,75.0,301.93,2.0,1.25,6.95,1.14,1.41,15-11-2004,2.0,0.5545461076280043,0.8218184430512017,0.9,12
5448,29.0722,48.4933,Arabian Gulf,Persian Gulf,Sheltered,0.1515,47.02,9,2000,75.0,297.6,2.0,-0.72,9.0,-1.62,0.76,15-09-2000,2.0,0.3560624720107483,0.7424249888042993,0.9,11
